IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
47.237.95.146,8080,8080,false,SIN,Asia Pacific,Singapore,34,4.36
47.245.86.230,2052,2052,false,SIN,Asia Pacific,Singapore,12,4.36
47.245.84.124,2095,2095,false,SIN,Asia Pacific,Singapore,7,4.36
47.236.144.208,2095,2095,false,SIN,Asia Pacific,Singapore,24,4.36
8.219.248.47,2087,2087,true,SIN,Asia Pacific,Singapore,106,4.35
8.219.248.47,8443,8443,true,SIN,Asia Pacific,Singapore,57,4.35
47.245.114.163,8880,8880,false,SIN,Asia Pacific,Singapore,11,4.35
47.237.92.26,8080,8080,false,SIN,Asia Pacific,Singapore,45,4.35
47.237.83.20,8443,8443,true,SIN,Asia Pacific,Singapore,155,4.35
47.243.203.119,8880,8880,false,HKG,Asia Pacific,Hong Kong,49,4.35
47.237.95.140,2096,2096,true,SIN,Asia Pacific,Singapore,81,4.35
8.218.174.118,2087,2087,true,HKG,Asia Pacific,Hong Kong,43,4.34
8.222.174.108,2052,2052,false,SIN,Asia Pacific,Singapore,43,4.34
8.219.1.92,8880,8880,false,SIN,Asia Pacific,Singapore,45,4.34
47.236.237.90,2095,2095,false,SIN,Asia Pacific,Singapore,33,4.33
8.219.1.92,2086,2086,false,SIN,Asia Pacific,Singapore,4,4.33
47.242.234.127,2053,2053,true,HKG,Asia Pacific,Hong Kong,68,4.33
8.222.180.86,80,80,false,SIN,Asia Pacific,Singapore,187,4.33
47.236.158.158,2082,2082,false,SIN,Asia Pacific,Singapore,7,4.33
47.242.176.237,8080,8080,false,HKG,Asia Pacific,Hong Kong,53,4.32
47.236.102.102,2095,2095,false,SIN,Asia Pacific,Singapore,22,4.32
8.219.11.158,2052,2052,false,SIN,Asia Pacific,Singapore,17,4.32
47.243.139.243,2087,2087,true,HKG,Asia Pacific,Hong Kong,53,4.32
47.236.104.11,2095,2095,false,SIN,Asia Pacific,Singapore,22,4.31
47.237.8.82,2087,2087,true,SIN,Asia Pacific,Singapore,77,4.31
47.76.159.146,2053,2053,true,HKG,Asia Pacific,Hong Kong,49,4.31
47.238.6.102,2052,2052,false,HKG,Asia Pacific,Hong Kong,46,4.31
47.242.234.127,2086,2086,false,HKG,Asia Pacific,Hong Kong,40,4.31
47.236.202.91,2052,2052,false,SIN,Asia Pacific,Singapore,12,4.31
47.243.183.127,2052,2052,false,HKG,Asia Pacific,Hong Kong,41,4.31
47.236.202.91,8443,8443,true,SIN,Asia Pacific,Singapore,40,4.31
8.209.70.93,443,443,true,FRA,Europe,Frankfurt,259,4.31
8.222.193.65,8443,8443,true,SIN,Asia Pacific,Singapore,46,4.31
47.236.174.206,8880,8880,false,SIN,Asia Pacific,Singapore,35,4.30
8.217.159.210,2083,2083,true,HKG,Asia Pacific,Hong Kong,80,4.30
47.245.118.70,2052,2052,false,SIN,Asia Pacific,Singapore,17,4.29
8.218.18.132,8443,8443,true,HKG,Asia Pacific,Hong Kong,123,4.29
8.222.150.197,2096,2096,true,SIN,Asia Pacific,Singapore,81,4.29
47.245.102.52,80,80,false,SIN,Asia Pacific,Singapore,7,4.28
47.236.254.120,2052,2052,false,SIN,Asia Pacific,Singapore,24,4.28
47.242.232.14,80,80,false,HKG,Asia Pacific,Hong Kong,43,4.28
47.242.59.216,2052,2052,false,HKG,Asia Pacific,Hong Kong,46,4.27
47.236.253.41,2082,2082,false,SIN,Asia Pacific,Singapore,51,4.27
47.237.95.13,2053,2053,true,SIN,Asia Pacific,Singapore,79,4.27
8.222.165.117,8880,8880,false,SIN,Asia Pacific,Singapore,19,4.26
47.243.173.187,8080,8080,false,HKG,Asia Pacific,Hong Kong,43,4.26
47.245.84.124,2052,2052,false,SIN,Asia Pacific,Singapore,10,4.26
47.245.114.163,80,80,false,SIN,Asia Pacific,Singapore,13,4.26
47.243.91.58,2096,2096,true,HKG,Asia Pacific,Hong Kong,90,4.26
47.245.86.230,8080,8080,false,SIN,Asia Pacific,Singapore,8,4.26
8.217.164.10,2086,2086,false,HKG,Asia Pacific,Hong Kong,41,4.25
8.222.146.222,2083,2083,true,SIN,Asia Pacific,Singapore,75,4.25
47.237.86.185,2096,2096,true,SIN,Asia Pacific,Singapore,68,4.25
47.236.85.11,8443,443,true,SIN,Asia Pacific,Singapore,61,4.25
8.217.149.28,8880,8880,false,HKG,Asia Pacific,Hong Kong,85,4.25
47.236.93.176,2052,2052,false,SIN,Asia Pacific,Singapore,20,4.25
47.236.174.206,2082,2082,false,SIN,Asia Pacific,Singapore,27,4.24
8.210.119.11,2052,2052,false,HKG,Asia Pacific,Hong Kong,52,4.24
47.76.204.76,2052,2052,false,HKG,Asia Pacific,Hong Kong,64,4.24
47.236.9.152,80,80,false,SIN,Asia Pacific,Singapore,18,4.24
8.217.85.14,80,80,false,HKG,Asia Pacific,Hong Kong,37,4.24
8.217.85.14,2052,2052,false,HKG,Asia Pacific,Hong Kong,39,4.23
47.237.95.140,2087,2087,true,SIN,Asia Pacific,Singapore,57,4.23
8.222.179.231,2053,2053,true,SIN,Asia Pacific,Singapore,52,4.23
47.243.139.85,8880,8880,false,HKG,Asia Pacific,Hong Kong,56,4.23
47.243.203.119,2095,2095,false,HKG,Asia Pacific,Hong Kong,44,4.23
8.210.156.6,8443,8443,true,HKG,Asia Pacific,Hong Kong,68,4.23
47.242.174.27,80,80,false,HKG,Asia Pacific,Hong Kong,46,4.23
47.237.86.185,2053,2053,true,SIN,Asia Pacific,Singapore,62,4.23
47.236.10.100,8880,8880,false,SIN,Asia Pacific,Singapore,33,4.23
47.237.11.182,2087,2087,true,SIN,Asia Pacific,Singapore,49,4.22
47.237.82.15,8080,8080,false,SIN,Asia Pacific,Singapore,22,4.22
47.242.54.157,80,80,false,HKG,Asia Pacific,Hong Kong,47,4.22
8.218.18.235,2087,2087,true,HKG,Asia Pacific,Hong Kong,83,4.22
47.237.84.173,8443,8443,true,SIN,Asia Pacific,Singapore,121,4.22
47.236.149.107,8443,8443,true,SIN,Asia Pacific,Singapore,62,4.22
47.237.84.173,2087,2087,true,SIN,Asia Pacific,Singapore,133,4.22
47.243.91.58,80,80,false,HKG,Asia Pacific,Hong Kong,35,4.21
47.237.92.26,2052,2052,false,SIN,Asia Pacific,Singapore,39,4.21
8.219.0.162,2095,2095,false,SIN,Asia Pacific,Singapore,13,4.21
8.210.192.93,2095,2095,false,HKG,Asia Pacific,Hong Kong,46,4.21
47.242.202.230,2096,2096,true,HKG,Asia Pacific,Hong Kong,68,4.20
8.222.184.198,8880,8880,false,SIN,Asia Pacific,Singapore,16,4.20
8.210.100.23,2086,2086,false,HKG,Asia Pacific,Hong Kong,39,4.20
47.236.102.102,8880,8880,false,SIN,Asia Pacific,Singapore,17,4.20
8.210.9.129,8880,8880,false,HKG,Asia Pacific,Hong Kong,48,4.20
47.236.9.152,8880,8880,false,SIN,Asia Pacific,Singapore,54,4.20
47.243.60.150,8080,8080,false,HKG,Asia Pacific,Hong Kong,44,4.19
8.210.192.93,2053,2053,true,HKG,Asia Pacific,Hong Kong,44,4.19
47.242.171.94,2082,2082,false,HKG,Asia Pacific,Hong Kong,42,4.19
47.236.144.196,2087,2087,true,SIN,Asia Pacific,Singapore,51,4.19
47.236.145.85,2086,2086,false,SIN,Asia Pacific,Singapore,24,4.19
8.219.139.13,2087,2087,true,SIN,Asia Pacific,Singapore,75,4.18
47.238.235.163,443,443,true,HKG,Asia Pacific,Hong Kong,90,4.18
47.236.170.54,80,80,false,SIN,Asia Pacific,Singapore,35,4.18
8.222.144.50,8880,8880,false,SIN,Asia Pacific,Singapore,48,4.18
47.245.105.224,80,80,false,SIN,Asia Pacific,Singapore,5,4.18
47.236.102.102,8080,8080,false,SIN,Asia Pacific,Singapore,26,4.18
8.222.144.50,8080,8080,false,SIN,Asia Pacific,Singapore,6,4.17
47.238.235.163,443,443,true,HKG,Asia Pacific,Hong Kong,57,4.17
47.236.75.113,2052,2052,false,SIN,Asia Pacific,Singapore,6,4.17
47.242.79.71,8443,8443,true,HKG,Asia Pacific,Hong Kong,61,4.17
8.219.199.220,2087,2087,true,SIN,Asia Pacific,Singapore,91,4.17
8.217.159.210,2053,2053,true,HKG,Asia Pacific,Hong Kong,53,4.17
47.236.10.100,80,80,false,SIN,Asia Pacific,Singapore,56,4.17
47.242.17.250,2096,2096,true,HKG,Asia Pacific,Hong Kong,76,4.17
8.217.250.222,8080,8080,false,HKG,Asia Pacific,Hong Kong,50,4.17
47.245.118.70,2082,2082,false,SIN,Asia Pacific,Singapore,6,4.17
8.210.39.96,8880,8880,false,HKG,Asia Pacific,Hong Kong,32,4.16
47.236.10.100,2086,2086,false,SIN,Asia Pacific,Singapore,57,4.16
47.76.32.108,2082,2082,false,HKG,Asia Pacific,Hong Kong,57,4.16
47.242.174.27,2086,2086,false,HKG,Asia Pacific,Hong Kong,49,4.16
47.237.81.112,2082,2082,false,SIN,Asia Pacific,Singapore,27,4.16
8.218.18.132,2086,2086,false,HKG,Asia Pacific,Hong Kong,41,4.16
47.236.166.131,2096,2096,true,SIN,Asia Pacific,Singapore,84,4.15
8.219.11.158,8080,8080,false,SIN,Asia Pacific,Singapore,14,4.15
47.243.183.127,8443,8443,true,HKG,Asia Pacific,Hong Kong,71,4.14
47.245.102.52,2095,2095,false,SIN,Asia Pacific,Singapore,5,4.14
47.245.118.70,2053,2053,true,SIN,Asia Pacific,Singapore,45,4.14
47.237.95.146,2082,2082,false,SIN,Asia Pacific,Singapore,42,4.14
8.218.18.132,8080,8080,false,HKG,Asia Pacific,Hong Kong,57,4.14
8.222.180.86,2087,2087,true,SIN,Asia Pacific,Singapore,75,4.14
47.237.84.173,8080,8080,false,SIN,Asia Pacific,Singapore,22,4.13
47.236.170.54,8080,8080,false,SIN,Asia Pacific,Singapore,22,4.13
8.218.142.253,8880,8880,false,HKG,Asia Pacific,Hong Kong,42,4.13
47.245.114.163,8080,8080,false,SIN,Asia Pacific,Singapore,15,4.13
47.243.91.58,2086,2086,false,HKG,Asia Pacific,Hong Kong,38,4.13
47.245.105.224,2083,2083,true,SIN,Asia Pacific,Singapore,31,4.13
47.242.171.94,2052,2052,false,HKG,Asia Pacific,Hong Kong,49,4.12
8.222.150.197,80,80,false,SIN,Asia Pacific,Singapore,5,4.12
47.242.176.237,80,80,false,HKG,Asia Pacific,Hong Kong,42,4.12
47.242.234.127,2053,2053,true,HKG,Asia Pacific,Hong Kong,61,4.12
47.243.173.187,80,80,false,HKG,Asia Pacific,Hong Kong,39,4.11
8.222.136.247,80,80,false,SIN,Asia Pacific,Singapore,11,4.11
47.242.202.230,2095,2095,false,HKG,Asia Pacific,Hong Kong,42,4.11
8.218.222.36,2086,2086,false,HKG,Asia Pacific,Hong Kong,37,4.11
8.222.179.231,2087,2087,true,SIN,Asia Pacific,Singapore,38,4.11
47.238.6.102,2095,2095,false,HKG,Asia Pacific,Hong Kong,57,4.10
47.243.60.150,2095,2095,false,HKG,Asia Pacific,Hong Kong,44,4.10
47.245.118.70,80,80,false,SIN,Asia Pacific,Singapore,12,4.10
47.243.173.187,2052,2052,false,HKG,Asia Pacific,Hong Kong,49,4.10
47.236.75.113,2087,2087,true,SIN,Asia Pacific,Singapore,61,4.09
47.243.27.217,8880,8880,false,HKG,Asia Pacific,Hong Kong,39,4.09
47.243.169.63,2095,2095,false,HKG,Asia Pacific,Hong Kong,44,4.09
47.237.10.1,8080,8080,false,SIN,Asia Pacific,Singapore,54,4.09
47.243.74.220,2083,2083,true,HKG,Asia Pacific,Hong Kong,59,4.09
8.217.207.60,2053,2053,true,HKG,Asia Pacific,Hong Kong,87,4.09
47.245.86.230,8880,8880,false,SIN,Asia Pacific,Singapore,4,4.09
47.236.166.131,8080,8080,false,SIN,Asia Pacific,Singapore,15,4.08
8.222.146.222,8443,8443,true,SIN,Asia Pacific,Singapore,71,4.08
47.237.8.82,2083,2083,true,SIN,Asia Pacific,Singapore,71,4.08
47.237.11.182,2096,2096,true,SIN,Asia Pacific,Singapore,31,4.08
47.237.86.185,8080,8080,false,SIN,Asia Pacific,Singapore,100,4.07
47.242.54.157,8880,8880,false,HKG,Asia Pacific,Hong Kong,43,4.07
47.236.123.133,2086,2086,false,SIN,Asia Pacific,Singapore,19,4.07
47.245.86.230,2082,2082,false,SIN,Asia Pacific,Singapore,6,4.07
47.245.84.124,2082,2082,false,SIN,Asia Pacific,Singapore,12,4.07
47.236.5.223,2052,2052,false,SIN,Asia Pacific,Singapore,16,4.06
8.210.175.109,2087,2087,true,HKG,Asia Pacific,Hong Kong,48,4.06
47.236.205.188,8880,8880,false,SIN,Asia Pacific,Singapore,49,4.06
47.76.49.246,2086,2086,false,HKG,Asia Pacific,Hong Kong,93,4.06
47.245.86.230,80,80,false,SIN,Asia Pacific,Singapore,8,4.05
8.222.144.50,2082,2082,false,SIN,Asia Pacific,Singapore,7,4.05
47.236.5.223,2086,2086,false,SIN,Asia Pacific,Singapore,27,4.05
8.222.183.242,2083,2083,true,SIN,Asia Pacific,Singapore,29,4.04
47.236.10.100,2082,2082,false,SIN,Asia Pacific,Singapore,37,4.04
47.242.17.250,8443,8443,true,HKG,Asia Pacific,Hong Kong,85,4.04
47.242.174.27,2086,2086,false,HKG,Asia Pacific,Hong Kong,44,4.03
47.245.105.224,2052,2052,false,SIN,Asia Pacific,Singapore,19,4.03
47.237.100.206,80,80,false,SIN,Asia Pacific,Singapore,20,4.03
47.242.252.237,2096,2096,true,HKG,Asia Pacific,Hong Kong,46,4.03
47.242.36.78,2086,2086,false,HKG,Asia Pacific,Hong Kong,69,4.03
8.218.8.142,8443,8443,true,HKG,Asia Pacific,Hong Kong,89,4.02
47.236.168.17,2087,2087,true,SIN,Asia Pacific,Singapore,93,4.02
47.236.104.11,8880,8880,false,SIN,Asia Pacific,Singapore,16,4.02
47.236.5.223,2053,2053,true,SIN,Asia Pacific,Singapore,89,4.02
47.236.113.184,443,443,true,SIN,Asia Pacific,Singapore,53,4.02
8.222.164.209,2082,2082,false,SIN,Asia Pacific,Singapore,39,4.02
8.217.147.230,8080,8080,false,HKG,Asia Pacific,Hong Kong,45,4.01
8.222.215.228,8080,8080,false,SIN,Asia Pacific,Singapore,4,4.01
47.76.33.40,2052,2052,false,HKG,Asia Pacific,Hong Kong,54,4.01
8.218.2.181,8443,8443,true,HKG,Asia Pacific,Hong Kong,72,4.01
47.236.93.176,8443,8443,true,SIN,Asia Pacific,Singapore,52,4.01
47.236.149.107,2095,2095,false,SIN,Asia Pacific,Singapore,14,4.01
47.236.172.71,2053,2053,true,SIN,Asia Pacific,Singapore,94,4.01
8.222.208.38,2052,2052,false,SIN,Asia Pacific,Singapore,31,4.01
47.242.157.96,2087,2087,true,HKG,Asia Pacific,Hong Kong,67,4.00
47.237.95.156,2083,2083,true,SIN,Asia Pacific,Singapore,93,4.00
47.245.84.124,2086,2086,false,SIN,Asia Pacific,Singapore,20,4.00
47.236.146.249,2087,2087,true,SIN,Asia Pacific,Singapore,14,4.00
47.245.114.163,8443,8443,true,SIN,Asia Pacific,Singapore,32,4.00
47.236.145.85,443,443,true,SIN,Asia Pacific,Singapore,32,4.00
8.219.1.92,2053,2053,true,SIN,Asia Pacific,Singapore,48,3.99
47.237.86.185,8880,8880,false,SIN,Asia Pacific,Singapore,27,3.99
47.242.36.78,2052,2052,false,HKG,Asia Pacific,Hong Kong,49,3.99
47.243.234.9,2095,2095,false,HKG,Asia Pacific,Hong Kong,46,3.99
47.236.202.91,2053,2053,true,SIN,Asia Pacific,Singapore,93,3.99
47.76.37.57,2086,2086,false,HKG,Asia Pacific,Hong Kong,46,3.99
8.222.184.198,8880,8880,false,SIN,Asia Pacific,Singapore,38,3.99
47.243.74.220,2052,2052,false,HKG,Asia Pacific,Hong Kong,41,3.98
47.242.232.14,2086,2086,false,HKG,Asia Pacific,Hong Kong,39,3.98
8.210.119.11,8080,8080,false,HKG,Asia Pacific,Hong Kong,36,3.98
47.236.254.120,2053,2053,true,SIN,Asia Pacific,Singapore,75,3.97
47.238.6.102,2086,2086,false,HKG,Asia Pacific,Hong Kong,51,3.97
47.236.166.131,2052,2052,false,SIN,Asia Pacific,Singapore,22,3.97
47.242.157.96,80,80,false,HKG,Asia Pacific,Hong Kong,40,3.96
8.222.187.4,2052,2052,false,SIN,Asia Pacific,Singapore,27,3.96
47.237.86.185,2087,2087,true,SIN,Asia Pacific,Singapore,49,3.96
8.218.18.235,2086,2086,false,HKG,Asia Pacific,Hong Kong,41,3.96
47.237.92.26,2086,2086,false,SIN,Asia Pacific,Singapore,23,3.96
47.236.75.113,8443,8443,true,SIN,Asia Pacific,Singapore,63,3.96
47.242.36.78,2052,2052,false,HKG,Asia Pacific,Hong Kong,73,3.96
47.243.67.28,8080,8080,false,HKG,Asia Pacific,Hong Kong,53,3.95
8.222.237.131,2083,2083,true,SIN,Asia Pacific,Singapore,49,3.95
8.222.183.242,2052,2052,false,SIN,Asia Pacific,Singapore,15,3.94
8.222.183.242,80,80,false,SIN,Asia Pacific,Singapore,18,3.94
47.242.155.183,2053,2053,true,HKG,Asia Pacific,Hong Kong,62,3.93
47.237.14.220,2086,2086,false,SIN,Asia Pacific,Singapore,20,3.93
8.222.150.197,2083,2083,true,SIN,Asia Pacific,Singapore,87,3.93
47.242.252.237,2082,2082,false,HKG,Asia Pacific,Hong Kong,111,3.93
8.222.181.117,2096,2096,true,SIN,Asia Pacific,Singapore,75,3.93
47.237.95.156,8880,8880,false,SIN,Asia Pacific,Singapore,129,3.93
8.222.136.247,2095,2095,false,SIN,Asia Pacific,Singapore,17,3.93
47.243.183.127,80,80,false,HKG,Asia Pacific,Hong Kong,59,3.92
8.217.159.210,8443,8443,true,HKG,Asia Pacific,Hong Kong,40,3.92
47.243.42.219,2052,2052,false,HKG,Asia Pacific,Hong Kong,47,3.92
8.222.249.190,80,80,false,SIN,Asia Pacific,Singapore,12,3.92
47.242.176.237,2086,2086,false,HKG,Asia Pacific,Hong Kong,55,3.92
8.218.48.92,2086,2086,false,HKG,Asia Pacific,Hong Kong,55,3.92
47.245.105.224,8443,8443,true,SIN,Asia Pacific,Singapore,57,3.91
47.236.170.54,2052,2052,false,SIN,Asia Pacific,Singapore,25,3.91
47.243.169.63,8880,8880,false,HKG,Asia Pacific,Hong Kong,37,3.91
8.222.184.198,80,80,false,SIN,Asia Pacific,Singapore,7,3.91
47.88.85.197,2095,2095,false,SJC,North America,San Jose,174,3.91
8.210.192.93,2096,2096,true,HKG,Asia Pacific,Hong Kong,55,3.91
47.76.80.72,2082,2082,false,HKG,Asia Pacific,Hong Kong,35,3.91
8.217.248.220,2082,2082,false,HKG,Asia Pacific,Hong Kong,44,3.90
8.222.214.231,80,80,false,SIN,Asia Pacific,Singapore,6,3.90
8.217.250.222,8880,8880,false,HKG,Asia Pacific,Hong Kong,36,3.90
47.243.139.243,80,80,false,HKG,Asia Pacific,Hong Kong,47,3.90
8.218.2.181,8880,8880,false,HKG,Asia Pacific,Hong Kong,50,3.90
47.243.91.58,2053,2053,true,HKG,Asia Pacific,Hong Kong,95,3.90
8.222.136.247,2053,2053,true,SIN,Asia Pacific,Singapore,69,3.89
8.217.250.5,2095,2095,false,HKG,Asia Pacific,Hong Kong,71,3.89
47.236.144.48,2052,2052,false,SIN,Asia Pacific,Singapore,10,3.89
8.222.134.170,2052,2052,false,SIN,Asia Pacific,Singapore,54,3.89
47.76.37.57,8880,8880,false,HKG,Asia Pacific,Hong Kong,41,3.89
47.236.174.206,2052,2052,false,SIN,Asia Pacific,Singapore,24,3.89
47.242.155.183,2096,2096,true,HKG,Asia Pacific,Hong Kong,96,3.88
8.219.0.162,2052,2052,false,SIN,Asia Pacific,Singapore,17,3.88
47.237.100.206,2052,2052,false,SIN,Asia Pacific,Singapore,19,3.88
47.242.171.94,443,443,true,HKG,Asia Pacific,Hong Kong,40,3.88
8.209.124.144,443,443,true,FRA,Europe,Frankfurt,250,3.88
47.243.90.180,2083,2083,true,HKG,Asia Pacific,Hong Kong,100,3.87
47.245.105.224,2086,2086,false,SIN,Asia Pacific,Singapore,5,3.87
8.217.250.222,80,80,false,HKG,Asia Pacific,Hong Kong,41,3.87
8.218.22.210,2087,2087,true,HKG,Asia Pacific,Hong Kong,52,3.87
47.236.205.188,2086,2086,false,SIN,Asia Pacific,Singapore,40,3.87
8.218.207.169,8443,8443,true,HKG,Asia Pacific,Hong Kong,58,3.87
8.210.192.93,2052,2052,false,HKG,Asia Pacific,Hong Kong,40,3.87
8.218.2.181,2052,2052,false,HKG,Asia Pacific,Hong Kong,58,3.87
47.236.83.239,2082,2082,false,SIN,Asia Pacific,Singapore,37,3.86
47.243.169.63,2086,2086,false,HKG,Asia Pacific,Hong Kong,61,3.86
47.237.14.220,80,80,false,SIN,Asia Pacific,Singapore,29,3.86
47.243.91.58,2087,2087,true,HKG,Asia Pacific,Hong Kong,75,3.86
47.237.81.112,2086,2086,false,SIN,Asia Pacific,Singapore,21,3.85
47.242.54.157,8080,8080,false,HKG,Asia Pacific,Hong Kong,53,3.85
47.236.104.11,8080,8080,false,SIN,Asia Pacific,Singapore,34,3.85
8.217.250.5,80,80,false,HKG,Asia Pacific,Hong Kong,56,3.85
8.217.127.73,2087,2087,true,HKG,Asia Pacific,Hong Kong,65,3.84
47.237.81.112,8880,8880,false,SIN,Asia Pacific,Singapore,48,3.84
47.236.5.223,8080,8080,false,SIN,Asia Pacific,Singapore,65,3.84
47.242.36.78,2083,2083,true,HKG,Asia Pacific,Hong Kong,75,3.84
8.222.150.197,8080,8080,false,SIN,Asia Pacific,Singapore,42,3.84
47.245.114.163,2095,2095,false,SIN,Asia Pacific,Singapore,10,3.84
8.219.248.47,2083,2083,true,SIN,Asia Pacific,Singapore,44,3.83
8.218.8.142,2082,2082,false,HKG,Asia Pacific,Hong Kong,45,3.83
47.236.205.188,2096,2096,true,SIN,Asia Pacific,Singapore,53,3.83
8.217.147.230,2087,2087,true,HKG,Asia Pacific,Hong Kong,115,3.83
47.237.83.20,2096,2096,true,SIN,Asia Pacific,Singapore,120,3.83
47.237.92.26,2087,2087,true,SIN,Asia Pacific,Singapore,65,3.83
47.76.77.103,2095,2095,false,HKG,Asia Pacific,Hong Kong,137,3.83
47.236.145.85,2087,2087,true,SIN,Asia Pacific,Singapore,68,3.82
47.236.10.100,2052,2052,false,SIN,Asia Pacific,Singapore,44,3.82
8.222.183.242,8880,8880,false,SIN,Asia Pacific,Singapore,18,3.82
8.222.160.176,80,80,false,SIN,Asia Pacific,Singapore,10,3.82
47.243.173.187,2095,2095,false,HKG,Asia Pacific,Hong Kong,38,3.82
47.236.202.91,2082,2082,false,SIN,Asia Pacific,Singapore,19,3.82
8.222.162.45,2083,2083,true,SIN,Asia Pacific,Singapore,46,3.82
47.236.170.225,8880,8880,false,SIN,Asia Pacific,Singapore,29,3.81
47.236.10.100,2095,2095,false,SIN,Asia Pacific,Singapore,18,3.81
8.218.74.119,2096,2096,true,HKG,Asia Pacific,Hong Kong,105,3.81
8.210.21.65,8443,8443,true,HKG,Asia Pacific,Hong Kong,58,3.80
47.236.87.246,2087,2087,true,SIN,Asia Pacific,Singapore,73,3.80
47.242.54.157,2095,2095,false,HKG,Asia Pacific,Hong Kong,51,3.79
8.219.1.92,2086,2086,false,SIN,Asia Pacific,Singapore,14,3.79
47.76.33.40,2086,2086,false,HKG,Asia Pacific,Hong Kong,50,3.79
8.219.126.240,2096,2096,true,SIN,Asia Pacific,Singapore,26,3.79
47.236.87.246,2082,2082,false,SIN,Asia Pacific,Singapore,4,3.78
8.222.191.138,8880,8880,false,SIN,Asia Pacific,Singapore,4,3.78
8.222.222.64,8880,8880,false,SIN,Asia Pacific,Singapore,4,3.78
47.237.95.146,2052,2052,false,SIN,Asia Pacific,Singapore,47,3.78
47.236.87.246,2086,2086,false,SIN,Asia Pacific,Singapore,27,3.78
8.210.21.65,2087,2087,true,HKG,Asia Pacific,Hong Kong,76,3.78
8.217.207.60,8080,8080,false,HKG,Asia Pacific,Hong Kong,50,3.77
47.242.252.237,2053,2053,true,HKG,Asia Pacific,Hong Kong,52,3.77
47.245.102.52,2052,2052,false,SIN,Asia Pacific,Singapore,11,3.77
8.218.207.169,2086,2086,false,HKG,Asia Pacific,Hong Kong,38,3.76
47.76.80.72,80,80,false,HKG,Asia Pacific,Hong Kong,39,3.76
47.237.95.156,2096,2096,true,SIN,Asia Pacific,Singapore,82,3.76
8.222.191.138,2095,2095,false,SIN,Asia Pacific,Singapore,17,3.76
47.237.84.173,2095,2095,false,SIN,Asia Pacific,Singapore,22,3.76
47.236.253.41,2086,2086,false,SIN,Asia Pacific,Singapore,16,3.75
47.245.86.230,2087,2087,true,SIN,Asia Pacific,Singapore,55,3.75
8.218.74.119,2086,2086,false,HKG,Asia Pacific,Hong Kong,44,3.75
8.217.248.220,2083,2083,true,HKG,Asia Pacific,Hong Kong,102,3.74
47.245.86.230,443,443,true,SIN,Asia Pacific,Singapore,61,3.74
47.236.237.90,2086,2086,false,SIN,Asia Pacific,Singapore,39,3.74
8.222.214.231,2086,2086,false,SIN,Asia Pacific,Singapore,26,3.73
8.218.155.238,2087,2087,true,HKG,Asia Pacific,Hong Kong,70,3.73
47.242.171.94,2087,2087,true,HKG,Asia Pacific,Hong Kong,48,3.73
47.236.174.206,8443,8443,true,SIN,Asia Pacific,Singapore,54,3.72
47.242.36.78,2095,2095,false,HKG,Asia Pacific,Hong Kong,36,3.72
8.222.180.86,8880,8880,false,SIN,Asia Pacific,Singapore,22,3.72
47.236.97.90,2053,2053,true,SIN,Asia Pacific,Singapore,112,3.72
47.236.10.100,8080,8080,false,SIN,Asia Pacific,Singapore,58,3.71
47.243.139.85,2082,2082,false,HKG,Asia Pacific,Hong Kong,51,3.71
47.236.205.188,2083,2083,true,SIN,Asia Pacific,Singapore,79,3.71
47.236.254.120,8443,8443,true,SIN,Asia Pacific,Singapore,87,3.71
47.237.95.140,2083,2083,true,SIN,Asia Pacific,Singapore,134,3.71
47.237.83.20,2086,2086,false,SIN,Asia Pacific,Singapore,26,3.71
47.76.49.246,2082,2082,false,HKG,Asia Pacific,Hong Kong,52,3.71
47.237.86.185,8443,8443,true,SIN,Asia Pacific,Singapore,57,3.71
8.222.215.228,2096,2096,true,SIN,Asia Pacific,Singapore,46,3.70
47.76.37.57,8080,8080,false,HKG,Asia Pacific,Hong Kong,44,3.70
47.243.74.220,2095,2095,false,HKG,Asia Pacific,Hong Kong,37,3.70
8.222.208.38,2086,2086,false,SIN,Asia Pacific,Singapore,26,3.69
8.222.137.192,8080,8080,false,SIN,Asia Pacific,Singapore,27,3.69
47.236.170.54,2086,2086,false,SIN,Asia Pacific,Singapore,10,3.69
8.218.222.36,8080,8080,false,HKG,Asia Pacific,Hong Kong,41,3.68
8.210.21.65,443,443,true,HKG,Asia Pacific,Hong Kong,74,3.68
8.217.251.62,80,80,false,HKG,Asia Pacific,Hong Kong,81,3.68
47.236.168.17,2083,2083,true,SIN,Asia Pacific,Singapore,116,3.68
8.217.127.73,2083,2083,true,HKG,Asia Pacific,Hong Kong,56,3.68
47.243.74.220,80,80,false,HKG,Asia Pacific,Hong Kong,40,3.67
47.245.118.70,8080,8080,false,SIN,Asia Pacific,Singapore,8,3.66
47.243.60.150,2086,2086,false,HKG,Asia Pacific,Hong Kong,49,3.66
47.243.234.9,8443,8443,true,HKG,Asia Pacific,Hong Kong,78,3.65
8.222.181.117,80,80,false,SIN,Asia Pacific,Singapore,26,3.65
8.218.74.119,2095,2095,false,HKG,Asia Pacific,Hong Kong,53,3.65
8.218.155.238,2086,2086,false,HKG,Asia Pacific,Hong Kong,41,3.65
47.242.232.14,2095,2095,false,HKG,Asia Pacific,Hong Kong,41,3.65
