IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
8.222.193.65,2086,2086,false,SIN,Asia Pacific,Singapore,5,6.14
47.237.95.156,2053,2053,true,SIN,Asia Pacific,Singapore,73,6.14
47.236.166.131,2087,2087,true,SIN,Asia Pacific,Singapore,88,6.14
8.210.3.24,2087,2087,true,HKG,Asia Pacific,Hong Kong,41,6.14
8.219.163.195,80,80,false,SIN,Asia Pacific,Singapore,11,6.14
8.217.221.165,2096,2096,true,HKG,Asia Pacific,Hong Kong,54,6.13
8.222.150.197,8443,8443,true,SIN,Asia Pacific,Singapore,26,6.13
47.236.75.113,2082,2082,false,SIN,Asia Pacific,Singapore,17,6.13
8.222.181.117,2083,2083,true,SIN,Asia Pacific,Singapore,91,6.13
8.219.0.162,2083,2083,true,SIN,Asia Pacific,Singapore,36,6.13
47.236.9.152,2087,2087,true,SIN,Asia Pacific,Singapore,19,6.12
8.222.165.117,8880,8880,false,SIN,Asia Pacific,Singapore,27,6.12
47.243.234.9,8880,8880,false,HKG,Asia Pacific,Hong Kong,51,6.12
8.219.42.72,2082,2082,false,SIN,Asia Pacific,Singapore,14,6.12
47.236.168.17,2087,2087,true,SIN,Asia Pacific,Singapore,85,6.12
47.236.10.182,2083,2083,true,SIN,Asia Pacific,Singapore,79,6.12
8.222.222.64,2082,2082,false,SIN,Asia Pacific,Singapore,14,6.12
47.237.92.26,80,80,false,SIN,Asia Pacific,Singapore,32,6.11
47.243.67.28,8880,8880,false,HKG,Asia Pacific,Hong Kong,38,6.11
47.236.205.188,2096,2096,true,SIN,Asia Pacific,Singapore,42,6.11
47.242.234.127,2083,2083,true,HKG,Asia Pacific,Hong Kong,96,6.10
8.210.66.190,2082,2082,false,HKG,Asia Pacific,Hong Kong,40,6.10
47.242.252.237,80,80,false,HKG,Asia Pacific,Hong Kong,62,6.10
47.243.203.119,2083,2083,true,HKG,Asia Pacific,Hong Kong,49,6.10
47.236.102.102,2087,2087,true,SIN,Asia Pacific,Singapore,44,6.10
47.237.0.31,2086,2086,false,SIN,Asia Pacific,Singapore,18,6.10
8.222.208.38,2096,2096,true,SIN,Asia Pacific,Singapore,61,6.10
8.222.184.198,2053,2053,true,SIN,Asia Pacific,Singapore,98,6.10
8.222.222.64,2052,2052,false,SIN,Asia Pacific,Singapore,12,6.10
8.218.201.73,2053,2053,true,HKG,Asia Pacific,Hong Kong,64,6.10
8.210.65.1,2053,2053,true,HKG,Asia Pacific,Hong Kong,103,6.09
47.243.173.187,80,80,false,HKG,Asia Pacific,Hong Kong,37,6.09
8.219.0.162,2082,2082,false,SIN,Asia Pacific,Singapore,4,6.09
47.236.102.102,2086,2086,false,SIN,Asia Pacific,Singapore,19,6.09
8.210.245.224,2053,2053,true,HKG,Asia Pacific,Hong Kong,57,6.09
47.243.86.79,2096,2096,true,HKG,Asia Pacific,Hong Kong,50,6.09
8.219.237.250,2087,2087,true,SIN,Asia Pacific,Singapore,79,6.09
47.245.114.163,2083,2083,true,SIN,Asia Pacific,Singapore,42,6.08
8.217.147.230,2083,2083,true,HKG,Asia Pacific,Hong Kong,73,6.08
8.218.143.10,8880,8880,false,HKG,Asia Pacific,Hong Kong,65,6.08
47.242.36.78,2086,2086,false,HKG,Asia Pacific,Hong Kong,42,6.08
8.210.65.1,2083,2083,true,HKG,Asia Pacific,Hong Kong,62,6.08
47.242.232.14,2082,2082,false,HKG,Asia Pacific,Hong Kong,41,6.07
47.238.6.102,2053,2053,true,HKG,Asia Pacific,Hong Kong,70,6.07
8.222.222.64,2053,2053,true,SIN,Asia Pacific,Singapore,59,6.07
47.236.150.13,2096,2096,true,SIN,Asia Pacific,Singapore,60,6.07
8.209.91.113,443,443,true,FRA,Europe,Frankfurt,263,6.06
47.236.10.100,8443,8443,true,SIN,Asia Pacific,Singapore,158,6.06
47.243.139.85,8443,8443,true,HKG,Asia Pacific,Hong Kong,47,6.06
47.236.10.100,2087,2087,true,SIN,Asia Pacific,Singapore,79,6.05
47.236.123.133,2052,2052,false,SIN,Asia Pacific,Singapore,6,6.05
8.210.55.134,2096,2096,true,HKG,Asia Pacific,Hong Kong,72,6.05
47.236.202.91,2086,2086,false,SIN,Asia Pacific,Singapore,22,6.05
8.218.146.204,80,80,false,HKG,Asia Pacific,Hong Kong,41,6.05
47.237.11.182,2096,2096,true,SIN,Asia Pacific,Singapore,68,6.04
8.210.66.190,8880,8880,false,HKG,Asia Pacific,Hong Kong,72,6.03
47.236.171.205,2082,2082,false,SIN,Asia Pacific,Singapore,13,6.03
47.237.10.1,8443,8443,true,SIN,Asia Pacific,Singapore,67,6.03
47.254.146.111,443,443,true,FRA,Europe,Frankfurt,269,6.03
47.236.170.54,2086,2086,false,SIN,Asia Pacific,Singapore,22,6.03
47.237.86.185,2082,2082,false,SIN,Asia Pacific,Singapore,29,6.02
47.236.180.51,2053,2053,true,SIN,Asia Pacific,Singapore,53,6.02
47.236.170.225,2083,2083,true,SIN,Asia Pacific,Singapore,80,6.02
47.238.6.102,2052,2052,false,HKG,Asia Pacific,Hong Kong,40,6.02
8.219.210.57,2086,2086,false,SIN,Asia Pacific,Singapore,28,6.01
47.237.11.182,2087,2087,true,SIN,Asia Pacific,Singapore,97,6.01
8.222.181.117,443,443,true,SIN,Asia Pacific,Singapore,81,6.01
47.243.74.220,8880,8880,false,HKG,Asia Pacific,Hong Kong,36,6.01
47.237.81.112,8880,8880,false,SIN,Asia Pacific,Singapore,20,6.00
8.222.179.231,2052,2052,false,SIN,Asia Pacific,Singapore,19,6.00
8.210.55.134,8080,8080,false,HKG,Asia Pacific,Hong Kong,35,5.99
8.218.243.95,8880,8880,false,HKG,Asia Pacific,Hong Kong,41,5.99
8.210.203.7,2083,2083,true,HKG,Asia Pacific,Hong Kong,53,5.98
8.219.5.10,80,80,false,SIN,Asia Pacific,Singapore,7,5.98
8.209.116.160,443,443,true,FRA,Europe,Frankfurt,264,5.98
47.236.150.13,2095,2095,false,SIN,Asia Pacific,Singapore,14,5.98
47.242.157.96,2082,2082,false,HKG,Asia Pacific,Hong Kong,40,5.98
8.219.103.65,80,80,false,SIN,Asia Pacific,Singapore,64,5.97
47.236.118.216,2096,2096,true,SIN,Asia Pacific,Singapore,55,5.97
47.236.104.11,2083,2083,true,SIN,Asia Pacific,Singapore,67,5.97
8.210.39.96,2095,2095,false,HKG,Asia Pacific,Hong Kong,40,5.96
47.76.32.108,8880,8880,false,HKG,Asia Pacific,Hong Kong,42,5.96
47.236.75.113,8080,8080,false,SIN,Asia Pacific,Singapore,12,5.96
47.236.254.120,2086,2086,false,SIN,Asia Pacific,Singapore,22,5.96
8.222.215.228,2083,2083,true,SIN,Asia Pacific,Singapore,114,5.96
47.245.118.70,2053,2053,true,SIN,Asia Pacific,Singapore,25,5.96
8.222.237.131,80,80,false,SIN,Asia Pacific,Singapore,5,5.96
8.222.193.65,2096,2096,true,SIN,Asia Pacific,Singapore,28,5.96
47.236.104.11,8443,8443,true,SIN,Asia Pacific,Singapore,72,5.96
47.238.6.102,2083,2083,true,HKG,Asia Pacific,Hong Kong,55,5.96
47.243.173.187,2095,2095,false,HKG,Asia Pacific,Hong Kong,50,5.95
8.219.191.40,2053,2053,true,SIN,Asia Pacific,Singapore,75,5.95
8.222.208.38,2095,2095,false,SIN,Asia Pacific,Singapore,21,5.94
47.236.87.246,2053,2053,true,SIN,Asia Pacific,Singapore,96,5.94
8.219.199.220,2053,2053,true,SIN,Asia Pacific,Singapore,114,5.94
8.210.66.190,2053,2053,true,HKG,Asia Pacific,Hong Kong,64,5.94
8.219.201.245,8880,8880,false,SIN,Asia Pacific,Singapore,12,5.94
8.219.120.87,2052,2052,false,SIN,Asia Pacific,Singapore,10,5.94
8.219.147.58,2086,2086,false,SIN,Asia Pacific,Singapore,14,5.93
47.237.14.220,2082,2082,false,SIN,Asia Pacific,Singapore,19,5.93
8.219.237.250,8443,8443,true,SIN,Asia Pacific,Singapore,126,5.92
8.219.210.64,2086,2086,false,SIN,Asia Pacific,Singapore,45,5.92
8.222.187.4,2083,2083,true,SIN,Asia Pacific,Singapore,94,5.92
8.222.222.64,2086,2086,false,SIN,Asia Pacific,Singapore,31,5.92
8.219.153.237,2082,2082,false,NRT,Asia Pacific,Tokyo,112,5.92
47.236.172.95,8443,8443,true,SIN,Asia Pacific,Singapore,48,5.91
8.222.181.117,443,443,true,SIN,Asia Pacific,Singapore,108,5.91
47.237.10.1,8880,8880,false,SIN,Asia Pacific,Singapore,21,5.91
47.236.172.71,2096,2096,true,SIN,Asia Pacific,Singapore,68,5.91
47.236.83.239,2083,2083,true,SIN,Asia Pacific,Singapore,82,5.91
47.237.86.185,2087,2087,true,SIN,Asia Pacific,Singapore,40,5.91
47.238.6.102,2095,2095,false,HKG,Asia Pacific,Hong Kong,48,5.91
8.222.136.247,2086,2086,false,SIN,Asia Pacific,Singapore,19,5.91
8.210.101.157,2096,2096,true,HKG,Asia Pacific,Hong Kong,42,5.91
47.238.6.102,2053,2053,true,HKG,Asia Pacific,Hong Kong,75,5.90
8.210.156.6,2086,2086,false,HKG,Asia Pacific,Hong Kong,38,5.90
8.222.181.117,2087,2087,true,SIN,Asia Pacific,Singapore,59,5.90
47.236.93.176,2083,2083,true,SIN,Asia Pacific,Singapore,40,5.90
47.243.139.85,2096,2096,true,HKG,Asia Pacific,Hong Kong,73,5.90
8.209.110.181,443,443,true,FRA,Europe,Frankfurt,262,5.90
47.236.87.246,80,80,false,SIN,Asia Pacific,Singapore,12,5.90
47.236.104.11,2096,2096,true,SIN,Asia Pacific,Singapore,92,5.90
8.210.3.24,2096,2096,true,HKG,Asia Pacific,Hong Kong,35,5.90
8.222.237.131,2082,2082,false,SIN,Asia Pacific,Singapore,5,5.89
8.210.101.157,8880,8880,false,HKG,Asia Pacific,Hong Kong,64,5.89
8.211.7.76,443,443,true,FRA,Europe,Frankfurt,254,5.89
8.219.78.1,2087,2087,true,SIN,Asia Pacific,Singapore,45,5.89
8.210.156.6,8443,8443,true,HKG,Asia Pacific,Hong Kong,61,5.89
8.210.101.157,2086,2086,false,HKG,Asia Pacific,Hong Kong,62,5.89
8.219.237.250,80,80,false,SIN,Asia Pacific,Singapore,27,5.89
8.222.191.138,8443,8443,true,SIN,Asia Pacific,Singapore,60,5.88
8.218.126.53,2083,2083,true,HKG,Asia Pacific,Hong Kong,59,5.88
8.210.100.23,8880,8880,false,HKG,Asia Pacific,Hong Kong,40,5.88
47.237.83.20,2052,2052,false,SIN,Asia Pacific,Singapore,39,5.88
47.236.205.188,2087,2087,true,SIN,Asia Pacific,Singapore,104,5.88
8.222.179.231,2096,2096,true,SIN,Asia Pacific,Singapore,98,5.88
8.218.8.142,2087,2087,true,HKG,Asia Pacific,Hong Kong,67,5.88
8.222.208.38,2052,2052,false,SIN,Asia Pacific,Singapore,47,5.88
47.237.92.26,2096,2096,true,SIN,Asia Pacific,Singapore,76,5.88
8.217.221.165,8443,8443,true,HKG,Asia Pacific,Hong Kong,108,5.87
47.236.254.120,8880,8880,false,SIN,Asia Pacific,Singapore,16,5.87
8.209.75.220,443,443,true,FRA,Europe,Frankfurt,260,5.87
8.218.85.128,2087,2087,true,HKG,Asia Pacific,Hong Kong,67,5.87
8.219.51.211,80,80,false,SIN,Asia Pacific,Singapore,2,5.86
47.237.92.26,2082,2082,false,SIN,Asia Pacific,Singapore,22,5.86
47.236.166.131,2096,2096,true,SIN,Asia Pacific,Singapore,61,5.86
8.219.60.54,2083,2083,true,SIN,Asia Pacific,Singapore,101,5.86
47.243.173.187,2082,2082,false,HKG,Asia Pacific,Hong Kong,40,5.85
8.222.208.38,2082,2082,false,SIN,Asia Pacific,Singapore,17,5.85
47.236.144.156,8080,8080,false,SIN,Asia Pacific,Singapore,24,5.85
8.222.179.231,8880,8880,false,SIN,Asia Pacific,Singapore,25,5.85
8.217.49.34,2095,2095,false,HKG,Asia Pacific,Hong Kong,39,5.85
8.222.162.45,2082,2082,false,SIN,Asia Pacific,Singapore,30,5.84
8.218.222.36,2096,2096,true,HKG,Asia Pacific,Hong Kong,87,5.84
47.236.17.193,2096,2096,true,SIN,Asia Pacific,Singapore,81,5.84
47.236.170.54,2095,2095,false,SIN,Asia Pacific,Singapore,10,5.84
8.210.9.129,8443,8443,true,HKG,Asia Pacific,Hong Kong,42,5.84
8.218.181.189,8880,8880,false,HKG,Asia Pacific,Hong Kong,53,5.84
47.236.254.120,2053,2053,true,SIN,Asia Pacific,Singapore,64,5.83
8.210.66.190,8080,8080,false,HKG,Asia Pacific,Hong Kong,42,5.83
8.217.207.60,8880,8880,false,HKG,Asia Pacific,Hong Kong,44,5.83
8.222.184.198,8443,8443,true,SIN,Asia Pacific,Singapore,51,5.83
8.218.11.90,8443,8443,true,HKG,Asia Pacific,Hong Kong,54,5.83
47.236.125.62,2082,2082,false,NRT,Asia Pacific,Tokyo,73,5.83
47.237.8.82,2095,2095,false,SIN,Asia Pacific,Singapore,32,5.83
47.243.67.28,2053,2053,true,HKG,Asia Pacific,Hong Kong,53,5.82
47.236.10.182,2096,2096,true,SIN,Asia Pacific,Singapore,136,5.82
8.209.100.11,443,443,true,FRA,Europe,Frankfurt,258,5.82
8.210.9.129,80,80,false,HKG,Asia Pacific,Hong Kong,59,5.81
8.219.193.202,8880,8880,false,SIN,Asia Pacific,Singapore,35,5.81
47.236.205.188,8443,8443,true,SIN,Asia Pacific,Singapore,73,5.81
8.222.179.231,8443,8443,true,SIN,Asia Pacific,Singapore,83,5.81
8.218.65.237,2086,2086,false,HKG,Asia Pacific,Hong Kong,54,5.80
8.209.116.160,443,443,true,FRA,Europe,Frankfurt,260,5.80
47.243.139.85,2052,2052,false,HKG,Asia Pacific,Hong Kong,48,5.80
47.236.170.225,2095,2095,false,SIN,Asia Pacific,Singapore,22,5.80
8.219.201.8,2095,2095,false,SIN,Asia Pacific,Singapore,18,5.79
8.222.183.242,8080,8080,false,SIN,Asia Pacific,Singapore,4,5.79
47.237.95.156,2083,2083,true,SIN,Asia Pacific,Singapore,56,5.79
8.219.170.232,8443,8443,true,SIN,Asia Pacific,Singapore,138,5.79
47.242.36.78,2095,2095,false,HKG,Asia Pacific,Hong Kong,44,5.79
8.219.40.37,2095,2095,false,SIN,Asia Pacific,Singapore,5,5.79
8.219.84.214,8080,8080,false,SIN,Asia Pacific,Singapore,17,5.79
47.236.9.152,2086,2086,false,SIN,Asia Pacific,Singapore,15,5.79
8.222.136.247,80,80,false,SIN,Asia Pacific,Singapore,16,5.78
8.211.15.222,443,443,true,FRA,Europe,Frankfurt,259,5.78
8.222.215.228,2052,2052,false,SIN,Asia Pacific,Singapore,4,5.78
8.222.181.117,2082,2082,false,SIN,Asia Pacific,Singapore,8,5.77
47.236.10.100,2083,2083,true,SIN,Asia Pacific,Singapore,75,5.77
8.222.179.231,2053,2053,true,SIN,Asia Pacific,Singapore,74,5.77
8.219.191.40,8880,8880,false,SIN,Asia Pacific,Singapore,55,5.77
8.222.187.4,8443,8443,true,SIN,Asia Pacific,Singapore,109,5.77
8.218.18.235,2083,2083,true,HKG,Asia Pacific,Hong Kong,69,5.76
47.236.104.11,8880,8880,false,SIN,Asia Pacific,Singapore,5,5.76
8.222.181.117,8880,8880,false,SIN,Asia Pacific,Singapore,24,5.76
8.222.208.38,8880,8880,false,SIN,Asia Pacific,Singapore,33,5.75
8.210.174.156,2087,2087,true,HKG,Asia Pacific,Hong Kong,59,5.75
47.243.91.58,2086,2086,false,HKG,Asia Pacific,Hong Kong,50,5.75
47.236.149.107,2086,2086,false,SIN,Asia Pacific,Singapore,7,5.75
47.236.254.120,2083,2083,true,SIN,Asia Pacific,Singapore,65,5.75
8.222.164.209,8880,8880,false,SIN,Asia Pacific,Singapore,6,5.75
8.222.249.190,8443,8443,true,SIN,Asia Pacific,Singapore,88,5.75
8.210.174.156,2083,2083,true,HKG,Asia Pacific,Hong Kong,101,5.75
47.243.183.127,2082,2082,false,HKG,Asia Pacific,Hong Kong,39,5.75
8.210.65.1,8080,8080,false,HKG,Asia Pacific,Hong Kong,33,5.75
8.218.65.237,8443,8443,true,HKG,Asia Pacific,Hong Kong,48,5.74
47.236.130.95,2053,2053,true,SIN,Asia Pacific,Singapore,95,5.74
8.218.126.53,8880,8880,false,HKG,Asia Pacific,Hong Kong,59,5.74
8.217.149.28,8443,8443,true,HKG,Asia Pacific,Hong Kong,76,5.73
8.222.144.50,80,80,false,SIN,Asia Pacific,Singapore,7,5.73
8.219.191.110,2082,2082,false,SIN,Asia Pacific,Singapore,12,5.73
47.236.172.95,8443,8443,true,SIN,Asia Pacific,Singapore,61,5.72
8.210.192.93,8080,8080,false,HKG,Asia Pacific,Hong Kong,41,5.72
8.219.51.211,2087,2087,true,SIN,Asia Pacific,Singapore,60,5.72
8.209.100.170,443,443,true,FRA,Europe,Frankfurt,270,5.72
47.76.49.246,2086,2086,false,HKG,Asia Pacific,Hong Kong,42,5.71
8.218.52.115,2052,2052,false,HKG,Asia Pacific,Hong Kong,60,5.71
8.222.162.45,2086,2086,false,SIN,Asia Pacific,Singapore,11,5.71
47.242.234.127,8080,8080,false,HKG,Asia Pacific,Hong Kong,42,5.71
8.218.18.132,2052,2052,false,HKG,Asia Pacific,Hong Kong,48,5.71
47.242.202.230,2087,2087,true,HKG,Asia Pacific,Hong Kong,67,5.71
47.245.105.224,2083,2083,true,SIN,Asia Pacific,Singapore,35,5.71
8.210.65.1,2095,2095,false,HKG,Asia Pacific,Hong Kong,73,5.71
8.210.65.1,2082,2082,false,HKG,Asia Pacific,Hong Kong,48,5.70
8.210.107.246,2052,2052,false,HKG,Asia Pacific,Hong Kong,44,5.69
47.76.33.40,2096,2096,true,HKG,Asia Pacific,Hong Kong,50,5.69
8.218.85.128,2083,2083,true,HKG,Asia Pacific,Hong Kong,70,5.69
8.222.164.209,2082,2082,false,SIN,Asia Pacific,Singapore,13,5.69
47.76.33.40,2096,2096,true,HKG,Asia Pacific,Hong Kong,115,5.68
47.242.79.71,2087,2087,true,HKG,Asia Pacific,Hong Kong,60,5.68
47.236.130.95,2096,2096,true,SIN,Asia Pacific,Singapore,70,5.68
8.222.160.176,2096,2096,true,SIN,Asia Pacific,Singapore,105,5.68
8.222.156.242,8443,8443,true,SIN,Asia Pacific,Singapore,52,5.68
47.236.10.182,2052,2052,false,SIN,Asia Pacific,Singapore,24,5.68
47.236.169.15,2087,2087,true,SIN,Asia Pacific,Singapore,13,5.68
8.209.97.61,443,443,true,FRA,Europe,Frankfurt,266,5.67
47.254.129.142,443,443,true,FRA,Europe,Frankfurt,262,5.67
47.236.117.48,80,80,false,SIN,Asia Pacific,Singapore,17,5.67
8.222.208.38,8080,8080,false,SIN,Asia Pacific,Singapore,64,5.66
8.210.203.7,80,80,false,HKG,Asia Pacific,Hong Kong,38,5.66
47.236.168.17,80,80,false,SIN,Asia Pacific,Singapore,7,5.65
47.236.10.182,8443,8443,true,SIN,Asia Pacific,Singapore,111,5.65
8.219.50.180,2053,2053,true,SIN,Asia Pacific,Singapore,59,5.65
47.243.234.9,2082,2082,false,HKG,Asia Pacific,Hong Kong,45,5.65
47.245.102.52,2083,2083,true,SIN,Asia Pacific,Singapore,26,5.65
8.219.110.81,80,80,false,SIN,Asia Pacific,Singapore,22,5.64
47.236.9.152,2053,2053,true,SIN,Asia Pacific,Singapore,110,5.64
47.237.11.182,2086,2086,false,SIN,Asia Pacific,Singapore,26,5.64
8.222.183.242,2096,2096,true,SIN,Asia Pacific,Singapore,60,5.64
47.237.100.206,2087,2087,true,SIN,Asia Pacific,Singapore,128,5.64
8.219.189.143,80,80,false,SIN,Asia Pacific,Singapore,16,5.63
47.237.14.220,80,80,false,SIN,Asia Pacific,Singapore,24,5.63
8.209.100.170,443,443,true,FRA,Europe,Frankfurt,254,5.63
47.236.169.15,2053,2053,true,SIN,Asia Pacific,Singapore,115,5.63
47.236.87.246,2083,2083,true,SIN,Asia Pacific,Singapore,80,5.63
47.236.144.156,80,80,false,SIN,Asia Pacific,Singapore,26,5.63
8.218.65.237,80,80,false,HKG,Asia Pacific,Hong Kong,36,5.63
8.219.210.57,8443,8443,true,SIN,Asia Pacific,Singapore,70,5.62
47.236.144.196,8443,8443,true,SIN,Asia Pacific,Singapore,77,5.62
8.222.167.147,2052,2052,false,SIN,Asia Pacific,Singapore,16,5.62
47.236.149.107,2082,2082,false,SIN,Asia Pacific,Singapore,20,5.62
47.242.155.183,8080,8080,false,HKG,Asia Pacific,Hong Kong,43,5.62
47.236.202.91,2082,2082,false,SIN,Asia Pacific,Singapore,46,5.62
47.236.254.120,2096,2096,true,SIN,Asia Pacific,Singapore,94,5.62
47.236.174.206,2087,2087,true,SIN,Asia Pacific,Singapore,42,5.62
8.218.146.204,2095,2095,false,HKG,Asia Pacific,Hong Kong,46,5.62
47.237.95.146,2096,2096,true,SIN,Asia Pacific,Singapore,89,5.61
47.238.6.102,2087,2087,true,HKG,Asia Pacific,Hong Kong,88,5.61
47.236.167.231,2053,2053,true,SIN,Asia Pacific,Singapore,47,5.61
8.222.193.65,2082,2082,false,SIN,Asia Pacific,Singapore,26,5.61
8.222.237.131,2052,2052,false,SIN,Asia Pacific,Singapore,21,5.61
47.236.9.152,2096,2096,true,SIN,Asia Pacific,Singapore,153,5.61
8.210.107.246,2083,2083,true,HKG,Asia Pacific,Hong Kong,94,5.61
8.219.1.92,2096,2096,true,SIN,Asia Pacific,Singapore,119,5.61
8.222.179.231,80,80,false,SIN,Asia Pacific,Singapore,21,5.60
8.222.164.209,2083,2083,true,SIN,Asia Pacific,Singapore,77,5.60
8.209.102.216,443,443,true,FRA,Europe,Frankfurt,253,5.60
8.209.116.45,443,443,true,FRA,Europe,Frankfurt,252,5.60
47.236.93.176,8443,8443,true,SIN,Asia Pacific,Singapore,54,5.60
47.242.79.71,2083,2083,true,HKG,Asia Pacific,Hong Kong,70,5.60
47.238.6.102,8080,8080,false,HKG,Asia Pacific,Hong Kong,56,5.58
47.237.11.182,2053,2053,true,SIN,Asia Pacific,Singapore,60,5.58
8.217.49.34,8080,8080,false,HKG,Asia Pacific,Hong Kong,52,5.58
8.222.160.176,2086,2086,false,SIN,Asia Pacific,Singapore,42,5.58
47.237.84.173,2052,2052,false,SIN,Asia Pacific,Singapore,17,5.58
47.243.74.220,2052,2052,false,HKG,Asia Pacific,Hong Kong,49,5.57
47.243.90.180,2082,2082,false,HKG,Asia Pacific,Hong Kong,48,5.57
8.210.107.246,2082,2082,false,HKG,Asia Pacific,Hong Kong,210,5.57
8.218.142.253,2083,2083,true,HKG,Asia Pacific,Hong Kong,62,5.57
8.218.52.115,80,80,false,HKG,Asia Pacific,Hong Kong,64,5.57
8.210.192.93,2082,2082,false,HKG,Asia Pacific,Hong Kong,39,5.57
47.237.95.13,2082,2082,false,SIN,Asia Pacific,Singapore,24,5.56
47.242.155.183,8880,8880,false,HKG,Asia Pacific,Hong Kong,66,5.56
8.222.162.45,2052,2052,false,SIN,Asia Pacific,Singapore,19,5.56
8.222.156.242,2095,2095,false,SIN,Asia Pacific,Singapore,20,5.56
47.236.166.131,2082,2082,false,SIN,Asia Pacific,Singapore,49,5.56
47.237.8.82,2083,2083,true,SIN,Asia Pacific,Singapore,70,5.55
8.218.122.55,8443,8443,true,HKG,Asia Pacific,Hong Kong,84,5.55
47.237.14.220,2083,2083,true,SIN,Asia Pacific,Singapore,67,5.55
8.218.52.115,2086,2086,false,HKG,Asia Pacific,Hong Kong,42,5.55
8.218.48.92,80,80,false,HKG,Asia Pacific,Hong Kong,45,5.55
8.218.22.210,2095,2095,false,HKG,Asia Pacific,Hong Kong,63,5.54
47.243.234.9,2087,2087,true,HKG,Asia Pacific,Hong Kong,68,5.54
47.243.60.150,8443,8443,true,HKG,Asia Pacific,Hong Kong,52,5.54
8.219.199.220,2087,2087,true,SIN,Asia Pacific,Singapore,136,5.54
8.219.114.201,80,80,false,SIN,Asia Pacific,Singapore,13,5.54
8.217.251.62,8080,8080,false,HKG,Asia Pacific,Hong Kong,54,5.53
47.236.146.249,2083,2083,true,SIN,Asia Pacific,Singapore,51,5.53
47.236.83.239,2096,2096,true,SIN,Asia Pacific,Singapore,57,5.53
47.236.10.182,2087,2087,true,SIN,Asia Pacific,Singapore,42,5.53
47.236.166.131,2082,2082,false,SIN,Asia Pacific,Singapore,17,5.52
47.236.158.158,2086,2086,false,SIN,Asia Pacific,Singapore,7,5.52
8.218.11.90,2087,2087,true,HKG,Asia Pacific,Hong Kong,85,5.52
8.222.208.38,2095,2095,false,SIN,Asia Pacific,Singapore,6,5.52
47.242.54.157,2096,2096,true,HKG,Asia Pacific,Hong Kong,52,5.52
8.222.208.38,2082,2082,false,SIN,Asia Pacific,Singapore,5,5.52
8.217.221.165,8880,8880,false,HKG,Asia Pacific,Hong Kong,48,5.51
47.242.79.71,2082,2082,false,HKG,Asia Pacific,Hong Kong,54,5.51
47.236.10.182,2053,2053,true,SIN,Asia Pacific,Singapore,76,5.51
8.209.75.220,443,443,true,FRA,Europe,Frankfurt,282,5.51
47.237.83.20,2086,2086,false,SIN,Asia Pacific,Singapore,25,5.50
8.219.198.139,8880,8880,false,SIN,Asia Pacific,Singapore,38,5.50
8.219.87.30,2053,2053,true,SIN,Asia Pacific,Singapore,62,5.50
47.237.86.185,2095,2095,false,SIN,Asia Pacific,Singapore,15,5.50
8.217.248.220,2087,2087,true,HKG,Asia Pacific,Hong Kong,70,5.50
8.210.146.108,2053,2053,true,HKG,Asia Pacific,Hong Kong,63,5.50
47.237.10.1,2087,2087,true,SIN,Asia Pacific,Singapore,61,5.49
47.76.80.72,2086,2086,false,HKG,Asia Pacific,Hong Kong,55,5.49
8.210.3.24,8080,8080,false,HKG,Asia Pacific,Hong Kong,37,5.49
47.76.33.40,8880,8880,false,HKG,Asia Pacific,Hong Kong,48,5.49
8.218.122.55,2086,2086,false,HKG,Asia Pacific,Hong Kong,41,5.49
8.210.65.1,2052,2052,false,HKG,Asia Pacific,Hong Kong,34,5.49
8.222.162.45,2053,2053,true,SIN,Asia Pacific,Singapore,71,5.49
8.218.3.12,2082,2082,false,HKG,Asia Pacific,Hong Kong,53,5.48
47.76.33.40,2095,2095,false,HKG,Asia Pacific,Hong Kong,57,5.48
47.236.10.182,8880,8880,false,SIN,Asia Pacific,Singapore,44,5.48
8.210.119.11,2053,2053,true,HKG,Asia Pacific,Hong Kong,77,5.48
8.218.18.235,8443,8443,true,HKG,Asia Pacific,Hong Kong,67,5.48
8.219.77.222,2083,2083,true,SIN,Asia Pacific,Singapore,80,5.47
47.236.172.71,80,80,false,SIN,Asia Pacific,Singapore,24,5.47
8.209.91.113,443,443,true,FRA,Europe,Frankfurt,267,5.47
8.218.22.210,80,80,false,HKG,Asia Pacific,Hong Kong,57,5.47
8.210.65.1,2096,2096,true,HKG,Asia Pacific,Hong Kong,51,5.46
47.76.77.103,8443,8443,true,HKG,Asia Pacific,Hong Kong,67,5.46
8.219.248.47,2086,2086,false,SIN,Asia Pacific,Singapore,31,5.46
47.236.130.95,2086,2086,false,SIN,Asia Pacific,Singapore,18,5.46
47.236.10.182,2052,2052,false,SIN,Asia Pacific,Singapore,30,5.46
8.218.136.25,2083,2083,true,HKG,Asia Pacific,Hong Kong,49,5.46
47.236.17.193,2096,2096,true,SIN,Asia Pacific,Singapore,66,5.46
8.210.55.134,2082,2082,false,HKG,Asia Pacific,Hong Kong,40,5.45
47.236.5.223,8080,8080,false,SIN,Asia Pacific,Singapore,6,5.45
8.222.164.209,2052,2052,false,SIN,Asia Pacific,Singapore,21,5.45
8.218.48.92,2086,2086,false,HKG,Asia Pacific,Hong Kong,42,5.45
8.217.221.165,8880,8880,false,HKG,Asia Pacific,Hong Kong,43,5.45
